index,trajectory,theta,s,phi_L,phi_R,d_lookup_m,branch_exclusion,physical_dL,physical_dR,physical_d_min,physical_task_error,physical_joint_margin,physical_collision,valid_start
62,traj_0062,-0.2264037665964681,-0.13380689328385315,-0.01971974688292634,0.0,0.005925474869599503,0,0.0059433337079385,0.0382757860426986,0.0059433337079385,6.987444034372881e-06,0.4038649977972098,0,True
63,traj_0063,0.0648778246267655,-0.10191795081271052,0.0,0.0,0.008575604619768617,0,0.0085750265450219,0.0184590202134108,0.0085750265450219,1.118380261567212e-05,0.4537097993678591,0,True
64,traj_0064,0.7416231683481939,-0.13589537222147685,0.0,0.0,0.007046693248290345,0,0.0082345338539932,0.0070561344760632,0.0070561344760632,3.422110193739767e-05,0.3833230006010846,0,True
65,traj_0065,0.1155465241766257,-0.026815195789093124,0.0,0.018951229215391555,0.005674286260929843,0,0.0089801623395607,0.0056757872330791,0.0056757872330791,1.523851507612586e-05,0.4463290540276876,0,True
66,traj_0066,-0.7593267050042114,-0.06307692474727652,-0.03500000014901161,0.0,0.005206898290107078,0,0.0052062292459634,0.036937613926991,0.0052062292459634,1.627246463911647e-05,0.1177363054185351,0,True
67,traj_0067,-0.756820090313193,-0.0012226020566226126,-0.054999999701976776,0.0,0.006204526392016589,0,0.0062040227942657,0.0362740476660575,0.0062040227942657,1.544891586451591e-05,0.0760485700425124,0,True
68,traj_0068,-0.6765660434162879,-0.14453971988373948,-0.020216918343196614,0.0,0.00518118367529948,0,0.0051807815008326,0.0381660255655922,0.0051807815008326,2.3119031249384733e-05,0.2454175575578628,0,True
69,traj_0069,0.5488295653950712,-0.11835562185212775,0.0,0.004999999888241291,0.005899093533660649,0,0.0084639469365958,0.0058980121445825,0.0058980121445825,2.1963886639909505e-05,0.4458906770667185,0,True
70,traj_0070,0.6129534802594354,-0.04879409996371159,0.0,0.03500000014901161,0.005691611114093236,0,0.0089324118003891,0.0056903809257918,0.0056903809257918,8.839221820388238e-06,0.44616007876689,0,True
71,traj_0071,-0.8234308576080276,-0.07928181369918366,-0.03143637216652024,0.0,0.005457248471301131,0,0.0054565328676214,0.0377923613880068,0.0054565328676214,1.1988994188122318e-05,0.1109195335720413,0,True
72,traj_0072,0.39794657141015555,-0.13589607150070065,0.0,0.0,0.00837434695675551,0,0.008380386703316,0.0083729151608473,0.0083729151608473,1.4632765172327216e-05,0.4458850307667217,0,True
73,traj_0073,0.6321584731830642,-0.055775379761427435,0.0,0.029999999329447746,0.005103718162853368,0,0.0088769633330046,0.0051025121012551,0.0051025121012551,1.27470160106125e-05,0.4461196704318459,0,True
