t,theta,s,L1,L2,L3,L4,L5,L6,L7,R1,R2,R3,R4,R5,R6,R7,dmin
132.465,0.461183104,-0.0140164061,1.6215285,1.64933614,-1.2765384,1.64550805,-0.219854356,0.258731866,0.363946472,-1.53293436,1.58934532,1.37269681,1.8854637,-0.462249502,-0.195873044,-0.212444024,0.0089608623
132.47,0.459510494,-0.0132569196,1.62406107,1.64933614,-1.27709873,1.64889493,-0.217827651,0.257053089,0.363128051,-1.53537058,1.58941473,1.37223485,1.88785814,-0.461270791,-0.196067834,-0.213548743,0.00895954644
132.475,0.457355605,-0.0124902098,1.62665617,1.64933614,-1.27788456,1.65249748,-0.215421402,0.255015337,0.362040547,-1.53789327,1.58948053,1.37167334,1.89014303,-0.459845681,-0.196145817,-0.215083099,0.00895819857
132.48,0.454713859,-0.0117169546,1.62931048,1.64933614,-1.27889672,1.65631515,-0.212634352,0.25261727,0.360679684,-1.54050058,1.58954263,1.37101034,1.89231379,-0.457970197,-0.196102665,-0.217051855,0.00895682047
132.485,0.451581239,-0.0109378436,1.63202024,1.64933614,-1.28013569,1.66034715,-0.209465539,0.249858232,0.359041045,-1.54319032,1.58960101,1.37024374,1.89436589,-0.455641025,-0.195933594,-0.219459073,0.00895541414
132.49,0.447954298,-0.0101535771,1.63478113,1.64933614,-1.28160086,1.6645925,-0.205914716,0.246738423,0.357120881,-1.54595995,1.58965561,1.36937127,1.89629483,-0.452855531,-0.195633364,-0.222308088,0.00895398185
132.495,0.443830165,-0.00936486582,1.63758855,1.64933614,-1.28329164,1.66905001,-0.201981679,0.243258649,0.35491489,-1.54880651,1.58970643,1.36839051,1.89809617,-0.449611782,-0.19519628,-0.225601478,0.00895252605
132.5,0.439206551,-0.00857243007,1.64043738,1.64933614,-1.28520668,1.67371825,-0.197666694,0.239420493,0.35241904,-1.55172668,1.58975332,1.36729873,1.89976552,-0.445908447,-0.194616263,-0.229341182,0.00895104942
132.505,0.434081758,-0.00777699946,1.64332208,1.64933614,-1.28734412,1.67859559,-0.192970362,0.235226275,0.349629373,-1.55471679,1.58979657,1.36609341,1.90129856,-0.441745281,-0.193886597,-0.2335279,0.00894955488
132.51,0.42845468,-0.00697931216,1.64623672,1.64933614,-1.28970172,1.68368018,-0.187893492,0.230679011,0.34654179,-1.55777273,1.58983606,1.36477152,1.90269107,-0.437122436,-0.193000349,-0.238161935,0.00894804553
132.515,0.422324813,-0.00618011443,1.64917478,1.64933614,-1.29227616,1.68896992,-0.18243753,0.225782566,0.343152906,-1.56089,1.58987183,1.36332999,1.90393889,-0.432040956,-0.191950118,-0.243242586,0.00894652478
132.52,0.415692256,-0.00538015996,1.65212949,1.64933614,-1.29506415,1.69446249,-0.176603856,0.220541406,0.339458765,-1.56406369,1.58990391,1.36176561,1.905038,-0.426502664,-0.190728128,-0.248768279,0.00894499616
132.525,0.408557712,-0.00458020933,1.65509363,1.64933614,-1.29806169,1.70015533,-0.170394223,0.214960759,0.335455711,-1.56728853,1.58993236,1.36007506,1.90598449,-0.420510181,-0.18932626,-0.254736542,0.00894346344
132.53,0.400922497,-0.00378102939,1.65805955,1.64933614,-1.30126426,1.70604561,-0.163810621,0.209046558,0.331140171,-1.57055881,1.58995723,1.35825488,1.9067746,-0.414066932,-0.18773609,-0.261143997,0.00894193059
132.535,0.392788534,-0.00298339266,1.6610193,1.64933614,-1.30466702,1.71213027,-0.156855149,0.202805406,0.32650845,-1.57386841,1.58997845,1.35630142,1.9074047,-0.407177045,-0.185948982,-0.267986485,0.00894040172
132.54,0.384158361,-0.00218807673,1.66396441,1.64933614,-1.30826408,1.71840597,-0.149530435,0.196244692,0.321557579,-1.57721092,1.58999632,1.35421125,1.90787136,-0.399845809,-0.183955899,-0.275258491,0.00893888122
132.545,0.375035125,-0.00139586362,1.66688622,1.64933614,-1.31204965,1.72486909,-0.141838943,0.189372377,0.31628403,-1.58057945,1.59001077,1.35198055,1.90817133,-0.392078983,-0.181747816,-0.282954002,0.00893737356
132.55,0.365422586,-0.000607539193,1.6697757,1.64933614,-1.31601724,1.73151575,-0.13378341,0.182197118,0.310684592,-1.58396676,1.59002183,1.34960555,1.90830154,-0.38388326,-0.179315521,-0.291065932,0.00893588338
132.555,0.355325115,0,1.67207117,1.64933614,-1.32022643,1.73774003,-0.125506563,0.174795901,0.304747371,-1.58684073,1.59001088,1.34712068,1.90762476,-0.375118604,-0.17653799,-0.299650582,0.00893470012
132.56,0.344747691,0,1.6724275,1.64933614,-1.32483185,1.74208459,-0.11733669,0.167337727,0.29845286,-1.58792029,1.58993276,1.3446151,1.90460987,-0.365430849,-0.173140598,-0.308846473,0.00893451649
132.565,0.333695897,0,1.67274351,1.64933614,-1.32959805,1.74662435,-0.108784203,0.159596594,0.29182983,-1.58900633,1.58985207,1.34195363,1.90144994,-0.355334816,-0.169503081,-0.3184161,0.00893435365
132.57,0.322175921,0,1.67301173,1.64933614,-1.33451629,1.75135632,-0.0998510348,0.151583934,0.284875419,-1.59009256,1.5897687,1.33913206,1.89814584,-0.344839986,-0.165616763,-0.328348678,0.00893421543
132.575,0.310194545,0,1.67322453,1.64933614,-1.33957736,1.75627715,-0.0905393531,0.143311862,0.277586853,-1.59117247,1.58968259,1.33614638,1.89469871,-0.333956677,-0.161473022,-0.33863255,0.00893410579
132.58,0.297759147,0,1.6733741,1.64933614,-1.34477169,1.76138312,-0.080851551,0.134793164,0.269961468,-1.59223934,1.58959356,1.33299251,1.89110994,-0.322695798,-0.157063455,-0.349255506,0.00893402872
132.585,0.284877691,0,1.67345257,1.64933614,-1.35008928,1.76667011,-0.0707902437,0.126041275,0.261996723,-1.59328634,1.58950176,1.32966679,1.88738116,-0.311069258,-0.152379749,-0.360204261,0.0089339883
132.59,0.271558723,0,1.67345199,1.64933614,-1.35551998,1.77213361,-0.0603581424,0.117070249,0.253690009,-1.59430635,1.58940674,1.32616525,1.8835143,-0.299089151,-0.147414078,-0.371465505,0.0089339886
132.595,0.25781136,0,1.67336427,1.64933614,-1.36105274,1.77776873,-0.0495585502,0.107894794,0.245039546,-1.59529226,1.58930859,1.32248449,1.87951157,-0.286768632,-0.14215878,-0.38302477,0.00893403379
132.6,0.243645286,0,1.67318146,1.64933614,-1.36667676,1.78357018,-0.0383946122,0.0985301569,0.23604308,-1.5962367,1.58920675,1.31862081,1.87537547,-0.274120965,-0.13660679,-0.394867678,0.00893412798
132.605,0.229070744,0,1.67289557,1.64933614,-1.37238074,1.78953226,-0.0268698257,0.0889921683,0.226698809,-1.59713233,1.58910107,1.31457105,1.87110879,-0.261160279,-0.130751379,-0.406978947,0.00893427529
132.61,0.214098522,0,1.67249871,1.64933614,-1.37815317,1.79564889,-0.0149879201,0.0792971953,0.217005187,-1.59797169,1.58899105,1.31033208,1.86671464,-0.247900983,-0.124586418,-0.419343161,0.00893447979
132.615,0.198739948,0,1.67198309,1.64933614,-1.38398228,1.80191358,-0.00275286809,0.0694621154,0.206960964,-1.59874737,1.58887639,1.30590114,1.86219643,-0.234358103,-0.118106292,-0.431944324,0.00893474552
132.62,0.183006875,0,1.67134108,1.64933614,-1.3898561,1.80831945,0.00983110029,0.0595042867,0.196565219,-1.60041822,1.59227646,1.30454447,1.85755789,-0.223572454,-0.110384129,-0.440657895,0.00893507641
132.625,0.166911673,0,1.67056529,1.64933614,-1.39576269,1.81485923,0.0227596145,0.0494415213,0.185817182,-1.60303157,1.59932752,1.30641968,1.85280305,-0.215633373,-0.101515302,-0.445282854,0.00893547631
132.63,0.150467218,0,1.66964845,1.64933614,-1.40168941,1.82152527,0.0360275974,0.0392920322,0.174717187,-1.60562091,1.60650401,1.30826549,1.84793627,-0.20750771,-0.0924741478,-0.449907982,0.00893594899
132.635,0.133686874,0,1.66858367,1.64933614,-1.40762408,1.82830955,0.049630061,0.0290744189,0.163265344,-1.60818056,1.61379821,1.31007752,1.84296223,-0.199200188,-0.0832703693,-0.454524222,0.00893649804
132.64,0.116584485,0,1.66736437,1.64933614,-1.41355425,1.83520369,0.0635615189,0.0188076139,0.151462525,-1.61070511,1.62120225,1.31185163,1.83788588,-0.190715681,-0.0739139922,-0.459122709,0.0089371269
132.645,0.0991743586,0,1.6659843,1.64933614,-1.41946739,1.84219898,0.0778160624,0.00851083677,0.139310238,-1.6131894,1.6287081,1.31358394,1.83271252,-0.182059213,-0.0644153446,-0.4636948,0.00893783886
132.65,0.0814712522,0,1.66443767,1.64933614,-1.42535122,1.84928636,0.092387563,-0.00179642138,0.126810291,-1.61562854,1.63630766,1.31527082,1.8274477,-0.173235965,-0.0547850344,-0.468232099,0.00893863696
132.655,0.0634903582,0,1.66271905,1.64933614,-1.43119312,1.85645647,0.107269131,-0.0120945118,0.113965663,-1.61801796,1.64399269,1.31690892,1.82209729,-0.164251276,-0.045033925,-0.472726491,0.00893952407
132.66,0.045247288,0,1.66082356,1.64933614,-1.4369807,1.86369967,0.122453486,-0.0223636363,0.100779891,-1.61972373,1.64933614,1.31621769,1.81666549,-0.153153844,-0.0356124833,-0.480003916,0.00894050281
132.665,0.026758056,0,1.65874681,1.64933614,-1.44270165,1.87100603,0.137932772,-0.0325839237,0.0872573566,-1.6199417,1.64933614,1.31033557,1.81116252,-0.137577296,-0.0269295842,-0.493590855,0.00894157551
132.67,0.00803906293,0,1.65648501,1.64933614,-1.44834398,1.8783654,0.15369867,-0.042735457,0.0734030995,-1.6107725,1.61738316,1.27357194,1.80559513,-0.0960493567,-0.0220905078,-0.545167316,0.00894274425
132.675,-0.0108929212,0,1.65388445,1.64805365,-1.45277055,1.88576923,0.168788637,-0.0530483472,0.060685211,-1.61312398,1.6257693,1.27531219,1.79996612,-0.0871814063,-0.0113630157,-0.548919888,0.0089440886
132.68,-0.0300207751,0,1.65020933,1.63917495,-1.45048291,1.89320335,0.178448293,-0.0648793805,0.0562837784,-1.61505553,1.6330584,1.27587883,1.79428459,-0.0772629676,-0.000679974336,-0.553959936,0.00894598946
132.685,-0.0493270438,0,1.64661938,1.63233658,-1.44993981,1.90065886,0.189815995,-0.0764049009,0.0492104583,-1.61724968,1.64149131,1.27745668,1.78855779,-0.0681080571,0.0101684405,-0.557593183,0.00894784742
132.69,-0.068793958,0,1.64268318,1.62400353,-1.44804805,1.90812495,0.200224855,-0.08834797,0.0434964098,-1.61917891,1.64933614,1.27836803,1.78279107,-0.0583453371,0.0210121697,-0.561873776,0.00894988583
132.695,-0.0884034523,0,1.6385642,1.61556214,-1.44600696,1.91559074,0.210701694,-0.100412779,0.0375700657,-1.61862914,1.64933614,1.27149094,1.77699614,-0.0423466487,0.0314664691,-0.575488232,0.00895202027
132.7,-0.108137185,0,1.63426,1.60701978,-1.4438123,1.92304528,0.221239057,-0.112586608,0.0314311806,-1.60702176,1.61673829,1.23187525,1.77117863,-0.000922605207,0.0416541908,-0.628524262,0.00895425216
132.705,-0.127976559,0,1.6297686,1.59838418,-1.44146013,1.93047762,0.231829464,-0.124856283,0.0250800833,-1.60878204,1.62474298,1.23259796,1.76534629,0.00867737275,0.053154087,-0.632384972,0.00892650144
132.71,-0.147902738,0,1.62508849,1.58966347,-1.43894691,1.93787686,0.242465402,-0.137208194,0.0185177112,-1.61045757,1.63275001,1.23325663,1.75950699,0.0183629961,0.0646584068,-0.636131924,0.00887749448
132.715,-0.167896673,0,1.62021873,1.58086615,-1.4362695,1.94523217,0.25313931,-0.149628314,0.0117456435,-1.61204773,1.64075129,1.23385195,1.75366861,0.0281273129,0.0761541658,-0.639761201,0.00883213527
132.72,-0.187939118,0,1.61515892,1.57200114,-1.4334252,1.95253282,0.263843563,-0.162102229,0.00476613339,-1.61322083,1.64779539,1.23342402,1.74783905,0.0386725907,0.087672391,-0.64442001,0.0087905728
132.725,-0.208010654,0,1.60990931,1.56307773,-1.43041182,1.95976827,0.274570457,-0.17461516,-0.00241786005,-1.61235847,1.64933614,1.22732115,1.7420262,0.0533502115,0.0995220771,-0.655654184,0.00875294143
132.73,-0.228091709,0,1.60447079,1.55410559,-1.42722772,1.96692815,0.285312196,-0.187151998,-0.0098026425,-1.61081242,1.64933614,1.21954318,1.73623789,0.0691068045,0.1116444,-0.668641127,0.00796275537
132.735,-0.248162581,0,1.59884494,1.54509478,-1.42387186,1.97400235,0.296060873,-0.199697337,-0.0173837562,-1.60912491,1.64933614,1.21166851,1.73048189,0.084768981,0.123953513,-0.681490146,0.00511081936
132.74,-0.268203457,0,1.60049677,1.59484189,-1.46867526,1.98098101,0.355020456,-0.190165454,-0.0906953435,-1.60729795,1.64933614,1.20370668,1.72476588,0.100322495,0.136434177,-0.694190584,0.00884710041
132.745,-0.288194437,0,1.59566489,1.59488122,-1.47219292,1.9878547,0.37352454,-0.198181405,-0.108564548,-1.60533396,1.64933614,1.19566738,1.71909739,0.115753604,0.14907048,-0.706732683,0.00883687882
132.75,-0.308115559,0,1.59067345,1.59492427,-1.47548914,1.99461424,0.392087805,-0.205866652,-0.126549315,-1.60323603,1.64933614,1.18756079,1.71348381,0.13104874,0.161845837,-0.719107029,0.00882633496
132.755,-0.327946816,0,1.58553136,1.5949718,-1.47856136,2.00125091,0.410687224,-0.213211754,-0.144625167,-1.6010078,1.64933614,1.17939752,1.70793235,0.146194616,0.174743033,-0.73130472,0.00881549208
132.76,-0.347668179,0,1.58024835,1.5950248,-1.48140807,2.00775642,0.429299062,-0.220208583,-0.162766788,-1.59865347,1.64933614,1.17118848,1.70245002,0.16117822,0.187744267,-0.743317347,0.00880437631
132.765,-0.367259626,0,1.5748348,1.59508394,-1.48402845,2.01412293,0.44789848,-0.226850653,-0.180947488,-1.59617781,1.64933614,1.16294491,1.69704359,0.175986812,0.20083119,-0.755136971,0.00879301374
132.77,-0.386701156,0,1.56930184,1.59515014,-1.48642281,2.02034314,0.466460123,-0.233132889,-0.199139976,-1.59358611,1.64933614,1.15467836,1.69171958,0.190607913,0.213984943,-0.766756098,0.0087814332
132.775,-0.405972816,0,1.56366114,1.59522367,-1.48859188,2.02641027,0.48495748,-0.239052131,-0.217315502,-1.59088422,1.64933614,1.14640065,1.68648426,0.205029308,0.2271862,-0.778167659,0.00876966181
132.78,-0.425054725,0,1.55792504,1.59530504,-1.49053758,2.03231809,0.503363738,-0.244606711,-0.23544498,-1.58807857,1.64933614,1.13812401,1.68134359,0.219238925,0.240415164,-0.789364775,0.00875772911
132.785,-0.443927092,0,1.55210636,1.59539464,-1.49226267,2.03806096,0.521651622,-0.249796651,-0.253498744,-1.58517585,1.64933614,1.12986032,1.67630324,0.233225276,0.253651783,-0.800341566,0.00874566522
132.79,-0.462570244,0,1.54621842,1.59549227,-1.49377045,2.04363384,0.539793157,-0.254623932,-0.271446241,-1.58218348,1.64933614,1.12162224,1.67136856,0.246976783,0.266875531,-0.811091853,0.00873349854
132.795,-0.480964643,0,1.54027494,1.595598,-1.49506538,2.04903228,0.557760508,-0.259092003,-0.289257096,-1.57910925,1.64933614,1.11342234,1.66654456,0.26048223,0.280065623,-0.821609993,0.00872125959
132.8,-0.499090913,0,1.53429003,1.59571162,-1.49615263,2.05425249,0.575525687,-0.263206053,-0.306900704,-1.57596147,1.64933614,1.10527354,1.66183592,0.273730551,0.293200964,-0.831890434,0.00870897833
132.805,-0.51692986,0,1.52827809,1.59583293,-1.49703834,2.05929128,0.593060927,-0.266972797,-0.324346704,-1.5727486,1.64933614,1.09718825,1.65724696,0.286711231,0.306260406,-0.841928501,0.00869668532
132.81,-0.534462492,0,1.52225371,1.59596116,-1.49772907,2.06414609,0.610338387,-0.270400772,-0.341564575,-1.56947974,1.64933614,1.08917953,1.65278166,0.299413693,0.319222469,-0.851719132,0.00868440893
132.815,-0.551670045,0,1.51136608,1.54367655,-1.45822859,2.06881497,0.585349581,-0.30785912,-0.306823303,-1.56616425,1.64933614,1.08126024,1.64844363,0.311827721,0.332065602,-0.861257694,0.00501064357
132.82,-0.568534004,0,1.50537356,1.54373973,-1.45863695,2.07329663,0.602176122,-0.311514575,-0.323983324,-1.56281188,1.64933614,1.07344341,1.64423613,0.323943267,0.344768115,-0.870539547,0.00502499226
132.825,-0.585036122,0,1.49940385,1.54380577,-1.45886688,2.07759034,0.618675773,-0.314842981,-0.340833932,-1.55943244,1.64933614,1.06574149,1.64016209,0.335750821,0.35730847,-0.879560823,0.00503714414
132.83,-0.601158442,0,1.49347239,1.54387426,-1.45892846,2.08169597,0.634822155,-0.317856704,-0.35734602,-1.55603621,1.64933614,1.0581674,1.63622405,0.347240856,0.369664957,-0.888317189,0.00504713992
132.835,-0.61688332,0,1.48759455,1.54394478,-1.45883238,2.08561395,0.650589783,-0.32056916,-0.373491429,-1.55263361,1.64933614,1.05073375,1.63242424,0.358404221,0.381815987,-0.896804649,0.00505503227
132.84,-0.632193443,0,1.48178561,1.54401685,-1.45858991,2.08934525,0.66595417,-0.322994682,-0.389243067,-1.5492353,1.64933614,1.0434532,1.62876456,0.369231961,0.393740015,-0.905019127,0.00506088627
132.845,-0.647071849,0,1.47606067,1.54409,-1.45821281,2.09289133,0.680891917,-0.325148381,-0.404575003,-1.54585184,1.64933614,1.03633767,1.62524656,0.379715661,0.40541586,-0.912957236,0.00506477966
132.85,-0.661501952,0,1.47043458,1.54416375,-1.45771325,2.09625415,0.695380792,-0.327045999,-0.419462553,-1.54249412,1.64933614,1.02939945,1.62187152,0.389846942,0.416822339,-0.920615065,0.00506680298
132.855,-0.675467555,0,1.46492197,1.54423762,-1.45710378,2.09943607,0.70939978,-0.328703768,-0.433882335,-1.53917299,1.64933614,1.02265038,1.6186404,0.399617816,0.427938594,-0.927988984,0.00506705942
132.86,-0.688952873,0,1.45953708,1.54431114,-1.4563972,2.10243989,0.72292913,-0.330138264,-0.447812313,-1.5358994,1.64933614,1.01610225,1.61555393,0.409020523,0.438743994,-0.935075229,0.00506566449
132.865,-0.70194255,0,1.45429385,1.54438385,-1.45560654,2.10526871,0.735950368,-0.331366266,-0.461231818,-1.53268401,1.64933614,1.009766,1.61261254,0.418047846,0.449218494,-0.941870676,0.00506274545
132.87,-0.714421678,0,1.44920575,1.54445533,-1.45474493,2.10792598,0.748446308,-0.332404621,-0.474121558,-1.52953765,1.64933614,1.0036528,1.60981646,0.426692648,0.459342219,-0.948371653,0.00505844042
132.875,-0.726375815,0,1.44428585,1.54452515,-1.45382555,2.11041539,0.76040104,-0.333270111,-0.486463605,-1.52647093,1.64933614,0.997773307,1.60716569,0.43494819,0.469095821,-0.954574734,0.00505289739
132.88,-0.737791003,0,1.43954672,1.54459295,-1.45286155,2.11274084,0.771799906,-0.33397933,-0.49824137,-1.52349442,1.64933614,0.992137995,1.60466006,0.442807984,0.478460379,-0.960476354,0.00504627288
132.885,-0.748653782,0,1.43500044,1.54465838,-1.45186596,2.1149064,0.782629464,-0.334548573,-0.509439567,-1.52061818,1.64933614,0.98675643,1.60229924,0.450266069,0.487417751,-0.966073553,0.00503873052
132.89,-0.758951209,0,1.43065856,1.54472112,-1.4508516,2.11691625,0.792877437,-0.334993719,-0.520044166,-1.51785229,1.64933614,0.981638311,1.60008273,0.45731659,0.495950154,-0.971362842,0.00503043937
132.895,-0.768670873,0,1.42653207,1.5447809,-1.44983104,2.11877461,0.802532662,-0.335330145,-0.530042331,-1.51520655,1.64933614,0.97679291,1.59800995,0.463954016,0.504040443,-0.976340799,0.00502157215
132.9,-0.77780091,0,1.42263141,1.54483747,-1.44881649,2.12048575,0.811585023,-0.335572627,-0.539422364,-1.51269016,1.64933614,0.972228557,1.59608022,0.470173322,0.511672404,-0.981004611,0.00501230343
132.905,-0.786330015,0,1.41896643,1.54489061,-1.44781974,2.12205387,0.82002538,-0.335735265,-0.548173628,-1.5103123,1.64933614,0.967953831,1.59429279,0.475969526,0.51883022,-0.985350776,0.00500280762
132.91,-0.794247463,0,1.421177,1.59876243,-1.48624406,2.12348307,0.866496217,-0.28941004,-0.599378523,-1.50808137,1.64933614,0.963976151,1.59264687,0.481338202,0.525499186,-0.989376631,0.00848360226
132.915,-0.801543113,0,1.41806606,1.59885562,-1.48531484,2.12477739,0.873553859,-0.289116174,-0.60653512,-1.47876864,1.61247326,0.910237269,1.59114167,0.503007618,0.556646926,-1.0472,0.00847753209
132.92,-0.808207427,-0.000639900577,1.41368674,1.5988742,-1.48457006,2.12348097,0.879550425,-0.288229668,-0.612283914,-1.47635935,1.61460542,0.909762045,1.58754539,0.507785431,0.561664794,-1.0472,0.00846847416
132.925,-0.814231482,-0.00181814597,1.4083045,1.59882779,-1.48399957,2.11997811,0.884540174,-0.286847191,-0.616713193,-1.47213828,1.61627923,0.909059584,1.58219761,0.513555152,0.566952489,-1.0472,0.00845703583
132.93,-0.819606977,-0.00302849102,1.40313614,1.59876867,-1.48350591,2.11621535,0.888862931,-0.285436829,-0.620427032,-1.46781009,1.61768506,0.908328253,1.57685745,0.519122096,0.571895652,-1.0472,0.00844600084
132.935,-0.824326247,-0.00427052355,1.39818567,1.59869681,-1.4830957,2.11219739,0.89251664,-0.284007829,-0.623424752,-1.46337953,1.61882381,0.907568189,1.57152419,0.524477551,0.576490698,-1.0472,0.0084353759
132.94,-0.828382274,-0.00554380907,1.39345625,1.59861219,-1.48277465,2.10792865,0.895499852,-0.282568338,-0.62570657,-1.45885141,1.61969678,0.906779628,1.56619727,0.529613152,0.580734004,-1.0472,0.00842516618
132.945,-0.831768692,-0.00684789104,1.38895031,1.59851498,-1.48254762,2.10341329,0.897811754,-0.281125241,-0.627273624,-1.45423038,1.62030537,0.905962547,1.56087633,0.534521016,0.584622111,-1.0472,0.00841537612
132.95,-0.834479798,-0.00818229116,1.38466949,1.59840491,-1.48241815,2.09865517,0.89945168,-0.279684694,-0.628127461,-1.44952052,1.62065057,0.905115912,1.55556119,0.539194002,0.588152115,-1.0472,0.00840600657
132.955,-0.836510561,-0.00954650965,1.38061471,1.59828218,-1.48238911,2.09365777,0.900419674,-0.278251302,-0.628270634,-1.44472604,1.62073387,0.904239051,1.5502519,0.543625295,0.591320973,-1.0472,0.00839705908
132.96,-0.837856628,-0.0109400256,1.37678617,1.59814686,-1.48246224,2.08842426,0.900716025,-0.276828648,-0.627706207,-1.43985083,1.62055668,0.903330764,1.54494874,0.54780871,0.594125971,-1.0472,0.00838853314
132.965,-0.838514328,-0.0123622973,1.37318338,1.59799903,-1.48263827,2.08295739,0.900341324,-0.275419157,-0.626437813,-1.43489851,1.62012041,0.902389538,1.53965222,0.55173864,0.596564627,-1.0472,0.00838042691
132.97,-0.83848068,-0.0138127626,1.36980516,1.59783877,-1.48291691,2.07725956,0.899296429,-0.274024093,-0.62446961,-1.42987248,1.6194265,0.901413539,1.53436312,0.555410081,0.598634705,-1.0472,0.00837273727
132.975,-0.8377534,-0.0152908393,1.36664967,1.59766619,-1.48329684,2.07133273,0.897582437,-0.272643556,-0.621806254,-1.42477582,1.61847641,0.900400615,1.52908246,0.558818648,0.600334225,-1.0472,0.00836545986
132.98,-0.836330897,-0.0167959252,1.36371444,1.59748139,-1.48377574,2.0651785,0.895200665,-0.271276485,-0.618452869,-1.41961137,1.61727157,0.899348289,1.52381156,0.561960596,0.601661482,-1.0472,0.00835858913
132.985,-0.834212286,-0.0183273993,1.36099639,1.59728462,-1.48435042,2.05879803,0.89215275,-0.269920526,-0.614415141,-1.41438153,1.61581328,0.898253546,1.51855198,0.564832911,0.602615161,-1.0472,0.00835211908
132.99,-0.831397383,-0.0198846212,1.35849179,1.59707573,-1.48501637,2.05219211,0.888440215,-0.268572568,-0.609698869,-1.40908866,1.61410314,0.897113509,1.51330556,0.567433099,0.603194002,-1.0472,0.00834604054
132.995,-0.82788671,-0.0214669324,1.35619636,1.59685498,-1.48576845,2.04536112,0.884065117,-0.267227957,-0.604310619,-1.40373463,1.61214252,0.895924695,1.50807442,0.569759452,0.603397195,-1.0472,0.00834034538
133,-0.823681496,-0.0230736562,1.35410526,1.59662252,-1.48660051,2.03830508,0.879029639,-0.265881029,-0.598257296,-1.4281292,1.64933614,0.953177228,1.50286093,0.55048029,0.573021594,-0.989463138,0.00833502375
133.005,-0.818783675,-0.0247040983,1.35221307,1.59637853,-1.48750551,2.03102361,0.873336217,-0.264524983,-0.591546265,-1.42446864,1.64933614,0.955835533,1.49766774,0.550473623,0.570558192,-0.985987765,0.00833006489
133.01,-0.813195887,-0.0263575474,1.35051383,1.5961232,-1.48847553,2.02351603,0.866987569,-0.263151904,-0.584185371,-1.4209208,1.64933614,0.958836315,1.49249774,0.549976121,0.567550074,-0.982177939,0.00832545709
133.015,-0.806921474,-0.0280332757,1.34900108,1.59585688,-1.48950198,2.01578129,0.859986842,-0.261752639,-0.576183078,-1.41748266,1.64933614,0.962177713,1.48735406,0.548977854,0.564003103,-0.978038854,0.0083211885
133.02,-0.799964482,-0.0297305389,1.3476678,1.59557953,-1.49057514,2.00781806,0.852337212,-0.260317336,-0.567548054,-1.4141507,1.64933614,0.965857423,1.48224005,0.547469199,0.55992426,-0.973575677,0.00831724441
133.025,-0.792329654,-0.0314485775,1.34650652,1.59529156,-1.49168492,1.99962475,0.844042582,-0.258834703,-0.558289869,-1.41092089,1.64933614,0.969872867,1.4771593,0.545440844,0.555321545,-0.968793329,0.00831361132
133.03,-0.784022427,-0.0331866166,1.34550927,1.59499329,-1.49282041,1.99119951,0.835107203,-0.257292543,-0.548418602,-1.4077885,1.64933614,0.974220453,1.47211555,0.542884152,0.550204327,-0.963697133,0.0083102743
133.035,-0.775048928,-0.0349438671,1.3446676,1.59468506,-1.4939701,1.98254027,0.825535834,-0.255677661,-0.537944995,-1.40474851,1.64933614,0.978896661,1.46711275,0.539790779,0.544582787,-0.958291714,0.00830721771
133.04,-0.765415967,-0.0367195254,1.34397261,1.5943674,-1.49512203,1.97364481,0.815333909,-0.253975788,-0.526880613,-1.40179539,1.64933614,0.983897295,1.46215497,0.536153036,0.538468272,-0.952581672,0.00830442586
133.045,-0.755131034,-0.038512775,1.34341495,1.59404046,-1.49626337,1.96451074,0.804507142,-0.252172099,-0.515237441,-1.39892319,1.64933614,0.989217653,1.45724642,0.531963876,0.53187318,-0.946571369,0.00830188047
133.05,-0.744202286,-0.0403227861,1.34298485,1.59370485,-1.49738117,1.95513561,0.79306225,-0.25025057,-0.503028604,-1.39612551,1.64933614,0.994852516,1.45239142,0.527216947,0.524810945,-0.940264911,0.00829956449
133.055,-0.732638547,-0.0421487167,1.34267211,1.59336107,-1.49846197,1.94551686,0.781006564,-0.248194502,-0.490267975,-1.3933957,1.64933614,1.00079631,1.44759433,0.521906555,0.517295932,-0.933665957,0.00829745959
133.06,-0.720449291,-0.0439897132,1.34246617,1.59300967,-1.49949199,1.93565193,0.768348192,-0.245986481,-0.47697033,-1.39072651,1.64933614,1.00704237,1.44285957,0.51602805,0.509343744,-0.926778388,0.00829554682
133.065,-0.707644641,-0.0458449108,1.34235606,1.59265135,-1.50045725,1.9255383,0.755096178,-0.243608344,-0.463151512,-1.38811063,1.64933614,1.01358404,1.43819157,0.509577352,0.500970692,-0.919605279,0.00829380719
133.07,-0.694235351,-0.0477134342,1.34233045,1.59228645,-1.50134324,1.91517346,0.741260077,-0.241041708,-0.448827995,-1.38554047,1.64933614,1.02041408,1.43359472,0.502551236,0.492194025,-0.912149426,0.00829221932
133.075,-0.680232802,-0.049594398,1.3423777,1.59191571,-1.5021356,1.90455505,0.726850673,-0.238267416,-0.434017613,-1.38300798,1.64933614,1.02752411,1.42907338,0.494947646,0.483032141,-0.904413864,0.00829076294
133.08,-0.665648986,-0.0514869079,1.34248584,1.59153977,-1.50281975,1.89368081,0.71187955,-0.235266072,-0.418739123,-1.38050512,1.64933614,1.03490576,1.42463181,0.486765157,0.473504053,-0.896400847,0.00828941659
