t,theta,s,L1,L2,L3,L4,L5,L6,L7,R1,R2,R3,R4,R5,R6,R7,dmin
28.71,-0.858429407,-0.138635501,1.05933294,1.57934703,-1.48093186,1.53029704,0.833629914,-0.122762128,-0.437254346,-1.00015403,1.64933614,0.790947661,0.925351701,1.0046154,0.826612832,-0.835568594,0.00770729866
28.715,-0.830948468,-0.139073471,1.06616171,1.57907889,-1.48431584,1.524224,0.80972046,-0.122099423,-0.417343389,-1.00915612,1.64933614,0.814228303,0.929528761,0.964879449,0.801091587,-0.833370987,0.00771833629
28.72,-0.803402648,-0.139502657,1.07288507,1.5788025,-1.48727497,1.5178876,0.785498492,-0.121018504,-0.397257453,-1.01786407,1.64933614,0.837162901,0.933979124,0.926017206,0.775814807,-0.830266643,0.00772922164
28.725,-0.77581392,-0.139922395,1.07949161,1.57851928,-1.48980281,1.51129524,0.760994654,-0.119504001,-0.377025932,-1.02627615,1.64933614,0.859731839,0.938694258,0.887973198,0.750810437,-0.826334856,0.00773993613
28.73,-0.748204163,-0.140332029,1.08597026,1.57823056,-1.4918943,1.50445542,0.736240478,-0.117542539,-0.356679268,-1.03439154,1.64933614,0.881917169,0.943664761,0.8507001,0.726104362,-0.821645904,0.00775046125
28.735,-0.720595131,-0.140730902,1.09231035,1.57793756,-1.49354579,1.49737766,0.711268185,-0.115122905,-0.336248737,-1.04220998,1.64933614,0.903701729,0.948880454,0.814158015,0.701720956,-0.816262839,0.00776077864
28.74,-0.693008437,-0.141118365,1.09850173,1.57764138,-1.49475494,1.49007253,0.68611047,-0.112236183,-0.315766225,-1.04973174,1.64933614,0.925068959,0.954330473,0.778313514,0.677683254,-0.810242772,0.00777087022
28.745,-0.665465527,-0.141493773,1.10453477,1.57734298,-1.49552081,1.48255154,0.660800291,-0.108875858,-0.295263986,-1.05695804,1.64933614,0.946004443,0.960003366,0.743137701,0.654012423,-0.803637087,0.00778071828
28.75,-0.637987659,-0.141856489,1.11040047,1.57704317,-1.4958437,1.47482715,0.635370658,-0.105037898,-0.274774399,-1.06389051,1.64933614,0.966494038,0.965887193,0.708606713,0.630728562,-0.796493208,0.00779030558
28.755,-0.610595881,-0.142205881,1.11609051,1.57674259,-1.49572524,1.46691268,0.60985442,-0.100720809,-0.254329721,-1.07053175,1.64933614,0.986525894,0.971969619,0.674699739,0.607849972,-0.788854248,0.00779961555
28.76,-0.583311007,-0.142541322,1.12159731,1.57644175,-1.49516824,1.45882227,0.584284071,-0.0959256482,-0.233961843,-1.0768849,1.64933614,1.00608911,0.978238015,0.64139939,0.585393704,-0.780760287,0.00780863236
28.765,-0.556153598,-0.142862197,1.12691406,1.57614096,-1.49417675,1.45057081,0.558691567,-0.0906560188,-0.213702058,-1.08295374,1.64933614,1.0251739,0.984679546,0.608691147,0.563375489,-0.772248777,0.00781734108
28.77,-0.52914394,-0.143167897,1.13203478,1.57584031,-1.49275583,1.44217393,0.53310803,-0.0849180934,-0.193580743,-1.08874292,1.64933614,1.04377264,0.991281264,0.576562267,0.541809405,-0.763354363,0.00782572753
28.775,-0.502302022,-0.143457821,1.13695438,1.57554005,-1.49091208,1.43364786,0.507564122,-0.0787203035,-0.173627566,-1.09425752,1.64933614,1.06187832,0.99803019,0.54500254,0.520708405,-0.754110096,0.00783377972
28.78,-0.475647519,-0.143731378,1.14166864,1.57523987,-1.48865264,1.42500943,0.482089016,-0.0720736857,-0.153870581,-1.09950338,1.64933614,1.07948577,1.0049134,0.51400313,0.500083893,-0.744546984,0.00784148569
28.785,-0.449199768,-0.143987989,1.14617429,1.57493959,-1.48598599,1.41627599,0.456711079,-0.0649914,-0.134336696,-1.10448686,1.64933614,1.09659081,1.01191809,0.483556968,0.479946009,-0.734694735,0.00784883561
28.79,-0.422977752,-0.144227083,1.15046898,1.57463907,-1.48292181,1.40746532,0.431457699,-0.0574886753,-0.115051466,-1.10921501,1.64933614,1.11319107,1.01903166,0.453657953,0.460303378,-0.724581449,0.00785582166
28.795,-0.397000077,-0.144448101,1.15455134,1.57433787,-1.4794705,1.3985956,0.40635482,-0.0495828394,-0.0960386412,-1.11369523,1.64933614,1.12928467,1.02624177,0.424301674,0.441163467,-0.714234522,0.00786243712
28.8,-0.371284957,-0.144650494,1.15875766,1.57765754,-1.48055923,1.38968533,0.386048237,-0.0397274269,-0.0812011551,-1.11793558,1.64933614,1.14487146,1.0335364,0.395484414,0.422532259,-0.703680056,0.00788036978
28.805,-0.345850194,-0.144833728,1.16322985,1.58639451,-1.48877463,1.38075327,0.372869308,-0.0274251703,-0.0725789954,-1.12194452,1.64933614,1.15995221,1.04090389,0.367203539,0.404414455,-0.6929434,0.00791848444
28.81,-0.320713162,-0.144997278,1.16746789,1.59523375,-1.49698191,1.37181835,0.360063054,-0.0151063327,-0.0645301885,-1.12573093,1.64933614,1.17452872,1.04833299,0.339457276,0.386813452,-0.682049134,0.00796104555
28.815,-0.295890788,-0.145140636,1.17146212,1.60393277,-1.50486796,1.36289965,0.347339219,-0.00288959675,-0.0568017883,-1.12930405,1.64933614,1.18860363,1.05581294,0.312244765,0.369731388,-0.671021268,0.00800704142
28.82,-0.271399535,-0.145263304,1.17522445,1.61248355,-1.51243708,1.35401631,0.334705475,0.00920836062,-0.0493902861,-1.13267356,1.64933614,1.20218101,1.06333343,0.285565451,0.35316904,-0.659882844,0.00805622826
28.825,-0.247255391,-0.145364799,1.17876713,1.620879,-1.51969405,1.34518745,0.322169756,0.0211714194,-0.04229172,-1.13584931,1.64933614,1.2152651,1.07088467,0.259419927,0.337126081,-0.648656761,0.00810835753
28.83,-0.223473847,-0.145444655,1.18210272,1.62911293,-1.52664411,1.33643217,0.309740254,0.032984021,-0.0355016994,-1.13884155,1.64933614,1.22786162,1.07845742,0.233808831,0.321600866,-0.63736492,0.0081631784
28.835,-0.200069886,-0.145502416,1.18524396,1.63717997,-1.53329289,1.32776942,0.297425403,0.0446311706,-0.0290154263,-1.1416606,1.64933614,1.23997633,1.08604299,0.208733807,0.3065907,-0.626029128,0.00822044009
28.84,-0.177057971,-0.145537647,1.1882038,1.64507555,-1.53964639,1.31921798,0.285233871,0.0560984392,-0.0228277132,-1.14431709,1.64933614,1.25161638,1.09363324,0.184196411,0.292091667,-0.61467022,0.00827989375
28.845,-0.154452025,-0.145549924,1.19089759,1.64933614,-1.54068032,1.31079321,0.268791918,0.0663080654,-0.0130897969,-1.14682168,1.64933614,1.26278882,1.10122063,0.160199087,0.278098871,-0.603308951,0.00831563351
28.85,-0.132265425,-0.145538841,1.19332734,1.64933614,-1.53536756,1.30251976,0.247307078,0.0752561776,0.000960106608,-1.14918521,1.64933614,1.27350195,1.10879814,0.136744057,0.264606318,-0.591965099,0.00832043758
28.855,-0.110510986,-0.14550401,1.19561901,1.64933614,-1.52987396,1.29441235,0.226188798,0.0843093271,0.014609407,-1.1514185,1.64933614,1.28376404,1.11635937,0.113834183,0.251607105,-0.580658238,0.00832497345
28.86,-0.0892009516,-0.145445059,1.19778097,1.64933614,-1.52421847,1.28648853,0.205452223,0.0934407594,0.0278536702,-1.15353245,1.64933614,1.29358415,1.12389847,0.0914722512,0.239093393,-0.569407169,0.00832925686
28.865,-0.0683469814,-0.145361631,1.1998221,1.64933614,-1.5184199,1.27876536,0.185111565,0.102623617,0.0406901159,-1.15553784,1.64933614,1.30297128,1.13141012,0.0696615113,0.227056529,-0.558230418,0.00833330464
28.87,-0.0479601425,-0.145253391,1.20098473,1.63789827,-1.49521271,1.27126273,0.150558542,0.109756837,0.0662184334,-1.15744552,1.64933614,1.31193555,1.13888956,0.0484046595,0.21548704,-0.54714539,0.00825608378
28.875,-0.0280508992,-0.145120019,1.20357956,1.64933614,-1.50647046,1.26398681,0.145672997,0.121036919,0.0651340518,-1.15809285,1.64483097,1.31259321,1.14633431,0.0341243802,0.204539729,-0.541638083,0.00834076562
28.88,-0.00862910525,-0.144961215,1.2053157,1.64933614,-1.50035851,1.25696292,0.126601538,0.130214668,0.0767415889,-1.15853895,1.63970547,1.31189993,1.15373564,0.0212631215,0.193873728,-0.536975191,0.00834421714
28.885,0.0102960045,-0.144776697,1.20697049,1.64933614,-1.49418083,1.25020262,0.107978682,0.139338632,0.0879415051,-1.15855263,1.63307321,1.30834548,1.16109504,0.0110849081,0.183469127,-0.534244883,0.00834750934
28.89,0.028715821,-0.144566202,1.2085545,1.64933614,-1.48795708,1.24372007,0.0898167789,0.148383581,0.098736241,-1.15857113,1.62657854,1.30481151,1.16840824,0.00124853388,0.173268509,-0.531466596,0.00835066295
28.895,0.0466223674,-0.144329486,1.21007847,1.64933614,-1.48170673,1.23752871,0.0721277271,0.157324885,0.109129177,-1.16588659,1.64933614,1.35076594,1.17567263,-0.0494640995,0.164273892,-0.493674883,0.00835369906
28.9,0.0640083048,-0.144066326,1.21155324,1.64933614,-1.47544917,1.23164128,0.05492314,0.166138604,0.119124406,-1.16730393,1.64876492,1.35645119,1.18289014,-0.0665343849,0.155228937,-0.48415696,0.00835663905
28.905,0.0808669367,-0.143776518,1.21298969,1.64933614,-1.46920342,1.2260697,0.0382141291,0.174801559,0.128726841,-1.1679979,1.64493707,1.35639533,1.19005227,-0.0784787925,0.146239164,-0.478692091,0.00835950441
28.91,0.0971922132,-0.143459878,1.21439866,1.64933614,-1.46298843,1.22082512,0.0220115957,0.183291417,0.137941857,-1.16825643,1.63910905,1.35279199,1.19716121,-0.0870751431,0.13728817,-0.475778263,0.00836231668
28.915,0.112978735,-0.143116243,1.21579091,1.64933614,-1.45682246,1.21591783,0.00632577984,0.19158674,0.146775601,-1.16855112,1.63343304,1.34924127,1.2042161,-0.0953402499,0.128551282,-0.472871195,0.00836509723
28.92,0.128221753,-0.14274547,1.21717711,1.64933614,-1.45072401,1.21135729,-0.0088330103,0.199667057,0.155234215,-1.16888828,1.62791187,1.34574905,1.21121641,-0.103277569,0.120031342,-0.46998064,0.00836786731
28.925,0.142917177,-0.142347436,1.21856769,1.64933614,-1.44471052,1.20715207,-0.0234553688,0.207512902,0.163324614,-1.17490551,1.64933614,1.38558602,1.21815861,-0.148083699,0.115798364,-0.435689011,0.00837064777
28.93,0.157061566,-0.141922041,1.21997282,1.64933614,-1.4387989,1.20330985,-0.0375324166,0.215105876,0.171054023,-1.17641679,1.64933614,1.39029035,1.22504923,-0.162505131,0.108912755,-0.426846823,0.00837345898
28.935,0.170652139,-0.141469204,1.22140243,1.64933614,-1.43300594,1.19983742,-0.0510554411,0.222428666,0.178429526,-1.17795155,1.64933614,1.39470876,1.23188522,-0.1763508,0.102332712,-0.418264902,0.00837632085
28.94,0.183686768,-0.140988867,1.22286605,1.64933614,-1.42734721,1.19674063,-0.0640167831,0.229465107,0.185458762,-1.17885716,1.64560338,1.39298165,1.23867017,-0.184518633,0.0952327993,-0.414255044,0.00837925259
28.945,0.196163979,-0.140480992,1.22437284,1.64933614,-1.42183768,1.19402444,-0.0764093586,0.236200198,0.192149365,-1.17964282,1.64097759,1.38966996,1.2453983,-0.190922426,0.088128516,-0.411525699,0.00838227265
28.95,0.208082948,-0.139945563,1.2259315,1.64933614,-1.41649129,1.19169287,-0.0882269954,0.242620143,0.198509159,-1.18050343,1.6365183,1.38645174,1.25207354,-0.197015268,0.0812365305,-0.408861396,0.00838539865
28.955,0.219443501,-0.139382585,1.22755032,1.64933614,-1.41132163,1.18974904,-0.0994639622,0.248712327,0.204545597,-1.18144405,1.632227,1.38333136,1.25869676,-0.202801225,0.0745569542,-0.406268992,0.0083886474
28.96,0.230246108,-0.138792087,1.229237,1.64933614,-1.40634079,1.18819514,-0.110115836,0.254465395,0.21026647,-1.18246951,1.62810494,1.38031288,1.26526894,-0.208284447,0.0680895971,-0.403754934,0.00839203465
28.965,0.240491881,-0.138174116,1.23099874,1.64933614,-1.40156001,1.18703247,-0.120179033,0.259869223,0.215679363,-1.18358437,1.62415314,1.37739997,1.27179111,-0.213469167,0.061833987,-0.401325259,0.00839557512
28.97,0.250182564,-0.137528744,1.23284217,1.64933614,-1.39698948,1.18626146,-0.129650998,0.264914933,0.220791738,-1.18479292,1.6203724,1.37459599,1.27826441,-0.218359703,0.0557893889,-0.398985584,0.00839928246
28.975,0.259320533,-0.136856063,1.23477333,1.64933614,-1.3926383,1.18588166,-0.138530255,0.269594896,0.2256109,-1.18609917,1.61676329,1.37190388,1.28469001,-0.222960457,0.0499548231,-0.396741105,0.00840316919
28.98,0.267908787,-0.136156187,1.23679766,1.64933614,-1.38851444,1.18589176,-0.146816451,0.273902722,0.230143971,-1.18750681,1.61332616,1.3693262,1.29106909,-0.227275917,0.0443290818,-0.394596595,0.00840724666
28.985,0.27595094,-0.135429252,1.23891995,1.64933614,-1.3846247,1.18628965,-0.15451039,0.277833259,0.234397857,-1.18901922,1.61006113,1.36686512,1.29740286,-0.231310656,0.0389107458,-0.392556404,0.00841152499
28.99,0.283451213,-0.134675416,1.24114441,1.64933614,-1.38097476,1.18707243,-0.161614062,0.281382575,0.238379235,-1.19063945,1.60696809,1.3645224,1.30369255,-0.235069338,0.0336981987,-0.390624455,0.00841601313
28.995,0.290414426,-0.133894858,1.24347458,1.64933614,-1.3775691,1.18823641,-0.168130655,0.28454794,0.242094533,-1.19237023,1.60404675,1.36229939,1.30993936,-0.238556719,0.0286896412,-0.38880425,0.00842071877
29,0.296845989,-0.133087779,1.24591338,1.64933614,-1.37441105,1.1897772,-0.174064564,0.287327808,0.245549924,-1.19421393,1.60129658,1.36019703,1.31614446,-0.241777645,0.0238831036,-0.387098868,0.00842564838
29.005,0.30275189,-0.132254402,1.24846312,1.64933614,-1.37150281,1.1916897,-0.179421382,0.289721788,0.248751319,-1.19617259,1.59871683,1.35821585,1.32230902,-0.244737059,0.0192764568,-0.385510968,0.0084308072
29.01,0.308138688,-0.13139497,1.25112548,1.64933614,-1.36884561,1.19396814,-0.184207768,0.29173059,0.25170424,-1.19824788,1.59630658,1.35635597,1.32843415,-0.247440001,0.0148674231,-0.384042796,0.00843619931
29.015,0.313013495,-0.130509748,1.25390151,1.64933614,-1.36643907,1.19660614,-0.188431914,0.293356086,0.25441433,-1.20044114,1.59406467,1.3546171,1.33452092,-0.249891609,0.0106535847,-0.382696187,0.00844182745
29.02,0.317383972,-0.129599024,1.25679171,1.64933614,-1.3642823,1.19959673,-0.192102759,0.294601134,0.256886599,-1.20275335,1.59198976,1.35299857,1.34057036,-0.252097125,0.0066323918,-0.381472573,0.00844769335
29.025,0.321258312,-0.128663104,1.259796,1.64933614,-1.3623732,1.2029324,-0.19523045,0.295469633,0.25912595,-1.20518515,1.5900803,1.35149931,1.34658346,-0.254061893,0.00280116916,-0.380372986,0.00845379756
29.03,0.324645225,-0.127702316,1.26291378,1.64933614,-1.36070891,1.20660512,-0.197826047,0.295966428,0.261136942,-1.20773682,1.58833454,1.35011787,1.35256112,-0.25579136,-0.000842878139,-0.379398071,0.00846013958
29.035,0.327553928,-0.12671701,1.26614387,1.64933614,-1.35928512,1.21060642,-0.199901947,0.296097366,0.262924304,-1.21040832,1.58675056,1.34885243,1.35850423,-0.257291082,-0.00430266018,-0.378548091,0.00846671774
29.04,0.329994129,-0.125707555,1.26948468,1.64933614,-1.35809741,1.21492736,-0.201470958,0.295869078,0.264492078,-1.21319925,1.58532622,1.34770083,1.36441359,-0.258566722,-0.00758119866,-0.377822938,0.00847352954
29.045,0.331976011,-0.124674339,1.27293408,1.64933614,-1.35713986,1.21955865,-0.202547235,0.295289129,0.265844675,-1.21610893,1.58405919,1.34666056,1.37028997,-0.259624051,-0.0106816241,-0.37722214,0.00848057137
29.05,0.33351022,-0.123617773,1.27648958,1.64933614,-1.35640637,1.22449063,-0.203145307,0.294365789,0.266985976,-1.21913631,1.58294698,1.3457288,1.37613408,-0.260468949,-0.013607174,-0.376744878,0.00848783888
29.055,0.334607843,-0.122538286,1.28014829,1.64933614,-1.35589018,1.22971331,-0.203280407,0.293108062,0.267919773,-1.22228007,1.58198688,1.34490241,1.38194658,-0.261107406,-0.0163611919,-0.376389993,0.00849532688
29.06,0.335280399,-0.121436326,1.2839069,1.64933614,-1.35558347,1.23521643,-0.202968753,0.291525707,0.268650173,-1.22555973,1.58126772,1.34430522,1.38772808,-0.261663238,-0.0189191454,-0.376051474,0.0085030293
29.065,0.335539816,-0.120312361,1.28776188,1.64933614,-1.35547858,1.24098949,-0.202226596,0.289629011,0.26918072,-1.22895655,1.58071296,1.34383017,1.39347916,-0.262047286,-0.0213069293,-0.375811258,0.00851093955
29.07,0.335398416,-0.119166878,1.29170928,1.64933614,-1.3555667,1.24702177,-0.201071154,0.287428938,0.269515476,-1.23245901,1.58027889,1.34341741,1.39920035,-0.262214025,-0.0235406297,-0.375713361,0.00851905023
29.075,0.334868898,-0.118000382,1.29574502,1.64933614,-1.35583938,1.25330235,-0.199519524,0.284936875,0.269657991,-1.23606467,1.57996238,1.34306368,1.40489215,-0.262170594,-0.0256239896,-0.375755051,0.00852735355
29.08,0.333964318,-0.116813396,1.29986471,1.64933614,-1.35628714,1.25982018,-0.197589621,0.282164781,0.269612396,-1.2397709,1.57976018,1.34276555,1.41055503,-0.261924277,-0.027560819,-0.375933302,0.00853584105
29.085,0.332698072,-0.115606461,1.30406386,1.64933614,-1.35690093,1.26656407,-0.195299103,0.279124936,0.269382366,-1.24357485,1.57966886,1.34251946,1.41618944,-0.261482509,-0.0293549986,-0.376244803,0.00854450401
29.09,0.331083876,-0.114380137,1.30833776,1.64933614,-1.35767104,1.27352271,-0.192666176,0.275830064,0.268972074,-1.24747349,1.57968486,1.34232169,1.42179579,-0.260852862,-0.0310104827,-0.376685978,0.00855333323
29.095,0.329135747,-0.113134998,1.31268157,1.64933614,-1.35858756,1.28068475,-0.189709179,0.272293216,0.268385847,-1.25146358,1.5798045,1.34216842,1.42737452,-0.260043051,-0.0325313038,-0.377252997,0.00856231917
29.1,0.326867985,-0.111871638,1.31709045,1.64933614,-1.35964106,1.28803876,-0.18644611,0.26852763,0.267627722,-1.25554174,1.58002393,1.34205577,1.43292601,-0.259060922,-0.0339215752,-0.377941791,0.00857145222
29.105,0.324295149,-0.110590665,1.32155942,1.64933614,-1.36082136,1.29557327,-0.182895498,0.26454688,0.266702491,-1.25970441,1.58033921,1.34197976,1.43845067,-0.257914452,-0.035185495,-0.378748067,0.00858072238
29.11,0.321432042,-0.109292703,1.32608353,1.64933614,-1.36211899,1.30327682,-0.179075311,0.260364614,0.265614564,-1.26394793,1.58074624,1.34193642,1.4439489,-0.256611745,-0.0363273491,-0.379667321,0.00859011973
29.115,0.318293687,-0.107978392,1.33065776,1.64933614,-1.36352384,1.31113795,-0.175003948,0.255994718,0.264369138,-1.26826849,1.58124084,1.34192173,1.44942109,-0.25516102,-0.0373515139,-0.380694855,0.0085996341
29.12,0.314895308,-0.106648389,1.33527722,1.64933614,-1.36502656,1.31914519,-0.170699174,0.251451071,0.262971065,-1.27266218,1.58181867,1.34193169,1.45486766,-0.253570612,-0.0382624589,-0.381825787,0.00860925547
29.125,0.31125231,-0.105303361,1.33993694,1.64933614,-1.36661724,1.32728715,-0.166179101,0.246747706,0.261426006,-1.27714984,1.58258202,1.34210085,1.46028903,-0.251977891,-0.0390333729,-0.382933078,0.00861897369
29.13,0.307380255,-0.103943993,1.34463214,1.64933614,-1.36828681,1.33555246,-0.161461157,0.241898571,0.259739309,-1.28171193,1.58346025,1.34233778,1.46568564,-0.250309894,-0.0396888758,-0.384087014,0.00862877888
29.135,0.303294846,-0.102570982,1.34935806,1.64933614,-1.37002586,1.34392983,-0.156562923,0.236917664,0.257916998,-1.28633858,1.58442418,1.34260627,1.47105794,-0.24854506,-0.0402411554,-0.385310336,0.00863866115
29.14,0.299011899,-0.101185037,1.35411003,1.64933614,-1.37182517,1.35240805,-0.151501769,0.231818925,0.255965388,-1.29102537,1.58546842,1.34290136,1.47640641,-0.246690931,-0.0406954301,-0.386598371,0.00864861076
29.145,0.29454733,-0.0997868821,1.35888359,1.64933614,-1.37367627,1.36097598,-0.146294405,0.226616131,0.253890596,-1.29576787,1.58658747,1.3432182,1.48173154,-0.244755097,-0.0410570236,-0.387946379,0.00865861835
29.15,0.289917126,-0.0983772513,1.36367434,1.64933614,-1.37557021,1.3696226,-0.140957811,0.221323031,0.251699624,-1.30056159,1.58777574,1.34355203,1.48703385,-0.242745193,-0.0413313613,-0.389349569,0.00866867457
29.155,0.285137329,-0.0969568908,1.3684781,1.64933614,-1.37749902,1.37833698,-0.135508157,0.215953133,0.249399133,-1.30540204,1.58902753,1.34389821,1.4923139,-0.240668885,-0.0415239667,-0.390803112,0.00867877059
29.16,0.280224012,-0.0955265577,1.37329077,1.64933614,-1.37945427,1.38710832,-0.129961854,0.210519849,0.246996663,-1.31028469,1.59033709,1.34425225,1.49757223,-0.238533867,-0.041640456,-0.392302155,0.00868889762
29.165,0.27519326,-0.0940870196,1.37810854,1.64933614,-1.38142851,1.39592593,-0.124334498,0.205036309,0.244499406,-1.31520501,1.59169858,1.3446098,1.50280946,-0.236347848,-0.0416865331,-0.393841838,0.00869904745
29.17,0.270061147,-0.0926390538,1.38292765,1.64933614,-1.38341387,1.40477927,-0.118641905,0.199515492,0.241915422,-1.32015848,1.59310611,1.34496668,1.50802619,-0.234118545,-0.0416679837,-0.395417299,0.00870921198
